0	-0.0280094	
1	-1.1664	
2	-1.67369	
3	-1.87104	
4	-1.93351	
5	-1.97239	
6	-1.97922	
7	-1.98449	
8	-1.98501	
9	-1.98501	
10	-1.98501	
11	-1.98501	
12	-1.98501	
13	-1.98501	
14	-1.98501	
15	-1.98501	
16	-1.98501	
17	-1.98501	
18	-1.98501	
19	-1.98501	
20	-1.98501	
21	-1.98501	
22	-1.98501	
23	-1.98501	
24	-1.98501	
25	-1.98501	
26	-1.98501	
27	-1.98501	
28	-1.98501	
29	-1.98501	
30	-1.98501	
31	-1.98501	
32	-1.98501	
33	-1.98501	
34	-1.98501	
35	-1.98501	
36	-1.98501	
37	-1.98501	
38	-1.98501	
39	-1.98501	
40	-1.98501	
41	-1.98501	
42	-1.98501	
43	-1.98501	
44	-1.98501	
45	-1.98501	
46	-1.98501	
47	-1.98501	
48	-1.98501	
49	-1.98501	
50	-1.98501	
51	-1.98501	
52	-1.98501	
53	-1.98501	
54	-1.98501	
55	-1.98501	
56	-1.98501	
57	-1.98501	
58	-1.98501	
59	-1.98501	
60	-1.98501	
61	-1.98501	
62	-1.98501	
63	-1.98501	
64	-1.98501	
65	-1.98501	
66	-1.98501	
67	-1.98501	
68	-1.98501	
69	-1.98501	
70	-1.98501	
71	-1.98501	
72	-1.98501	
73	-1.98501	
74	-1.98501	
75	-1.98501	
76	-1.98501	
77	-1.98501	
78	-1.98501	
79	-1.98501	
80	-1.98501	
81	-1.98501	
82	-1.98501	
83	-1.98501	
84	-1.98501	
85	-1.98501	
86	-1.98501	
87	-1.98501	
88	-1.98501	
89	-1.98501	
90	-1.98501	
91	-1.98501	
92	-1.98501	
93	-1.98501	
94	-1.98501	
95	-1.98501	
96	-1.98501	
97	-1.98501	
98	-1.98501	
99	-1.98501	
